Master Category,Subcategory,Date,Location,Payee,Description,Payment Method,Amount
Outgoing Transfers,Other Outgoing Transfers,9/12/18, ,,ONLINE TRANSFER TO MAKSIM L REF #IB054LZDDR CHECKING FARMACY,PMA CHECKING ...1762,$30.00
Outgoing Transfers,Other Outgoing Transfers,9/14/18, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP054RVT4Z XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,9/14/18, ,KEYPOINT CU CHK XX,ONLINE TRANSFER TO KEYPOINT CU CHK XXXXX0456 S. LITOVCHENKO REF #F2054T94HV ON 09/14/18,PMA CHECKING ...1762,$533.00
Outgoing Transfers,Other Outgoing Transfers,9/17/18, ,,ONLINE TRANSFER TO MAKSIM L REF #IB0552FFLL CHECKING GROCERY,PMA CHECKING ...1762,$15.00
Outgoing Transfers,Other Outgoing Transfers,9/21/18, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP055PQPM9 XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,9/21/18, ,,ONLINE TRANSFER TO MAKSIM L REF #IB055T739G CHECKING PIZZA,PMA CHECKING ...1762,$30.00
Outgoing Transfers,Other Outgoing Transfers,9/27/18, ,,ONLINE TRANSFER TO MAKSIM L CHECKING XXXXXX5580 REF #IB056CWC3T ON 09/27/18,PMA CHECKING ...1762,$8.00
Outgoing Transfers,Other Outgoing Transfers,9/28/18, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP056HRKQH XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,10/2/18, ,,ONLINE TRANSFER TO LITOVCHENKO S WAY2SAVE CHECKING XXXXXX4327 REF #IB0576D39T ON 10/02/18,PMA CHECKING ...1762,$100.00
Outgoing Transfers,Other Outgoing Transfers,10/5/18, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP057KYNLC XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,10/9/18, ,,ONLINE TRANSFER TO MAKSIM L REF #IB057VZYFN CHECKING GROCERY,PMA CHECKING ...1762,$20.00
Outgoing Transfers,Other Outgoing Transfers,10/9/18, ,,ONLINE TRANSFER TO MAKSIM L CHECKING XXXXXX5580 REF #IB057YRZ8P ON 10/08/18,PMA CHECKING ...1762,$15.00
Outgoing Transfers,Other Outgoing Transfers,10/12/18, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP058DV989 XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,10/12/18, ,,ONLINE TRANSFER TO MAKSIM L REF #IB058JVXS4 CHECKING GROCERY,PMA CHECKING ...1762,$30.00
Outgoing Transfers,Other Outgoing Transfers,10/16/18, ,,ONLINE TRANSFER TO LITOVCHENKO S WAY2SAVE CHECKING XXXXXX4327 REF #IB058YDRPG ON 10/16/18,PMA CHECKING ...1762,$300.00
Outgoing Transfers,Other Outgoing Transfers,10/16/18, ,KEYPOINT CU CHK XX,ONLINE TRANSFER TO KEYPOINT CU CHK XXXXX0456 S. LITOVCHENKO REF #F2058ZXL75 HONDA ODYSSEY,PMA CHECKING ...1762,$535.00
Outgoing Transfers,Other Outgoing Transfers,10/17/18, ,,ONLINE TRANSFER TO MAKSIM L REF #IB0595WF65 CHECKING GROCERY,PMA CHECKING ...1762,$15.00
Outgoing Transfers,Other Outgoing Transfers,10/19/18, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP059BT2Y2 XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,10/24/18, ,,ONLINE TRANSFER TO MAKSIM L CHECKING XXXXXX5580 REF #IB059Y67FB ON 10/24/18,PMA CHECKING ...1762,$25.00
Outgoing Transfers,Other Outgoing Transfers,10/25/18, ,,ONLINE TRANSFER TO MAKSIM L CHECKING XXXXXX5580 REF #IB05B3GTBR ON 10/25/18,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,10/25/18, ,,ONLINE TRANSFER TO MAKSIM L CHECKING XXXXXX5580 REF #IB05B3JBPD ON 10/25/18,PMA CHECKING ...1762,$8.00
Outgoing Transfers,Other Outgoing Transfers,10/26/18, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP05B5MPP4 XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,11/2/18, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP05C4VBCY XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,11/6/18, ,,ONLINE TRANSFER TO MAKSIM L REF #IB05CQYPVM CHECKING GROCERY,PMA CHECKING ...1762,$15.00
Outgoing Transfers,Other Outgoing Transfers,11/9/18, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP05D28HGS XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,11/13/18, ,,ONLINE TRANSFER TO MAKSIM L REF #IB05D8VX56 CHECKING GROCERY,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,11/16/18, ,KEYPOINT CU CHK XX,RECURRING TRANSFER TO KEYPOINT CU CHK XXXXX0456 S. LITOVCHENKO REF #FP05DXTVN2 AUTO LOANS TO KEYPOINT,PMA CHECKING ...1762,"$1,100.00"
Outgoing Transfers,Other Outgoing Transfers,11/16/18, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP05DXGCJD XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,11/16/18, ,,ONLINE TRANSFER TO LITOVCHENKO S WAY2SAVE CHECKING XXXXXX4327 REF #IB05F2HMKH ON 11/16/18,PMA CHECKING ...1762,$300.00
Outgoing Transfers,Other Outgoing Transfers,11/19/18, ,,ONLINE TRANSFER TO LITOVCHENKO S SAVINGS XXXXXX7821 REF #IB05F56H4C ON 11/17/18,PMA CHECKING ...1762,"$2,000.00"
Outgoing Transfers,Other Outgoing Transfers,11/23/18, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP05FRNYWT XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,11/30/18, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP05GMB7W2 XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,12/3/18, ,,ONLINE TRANSFER TO MAKSIM L REF #IB05GXT5WS CHECKING GROCERY,PMA CHECKING ...1762,$20.00
Outgoing Transfers,Other Outgoing Transfers,12/5/18, ,,ONLINE TRANSFER TO MAKSIM L REF #IB05HJJXWG CHECKING GIFT,PMA CHECKING ...1762,$70.00
Outgoing Transfers,Other Outgoing Transfers,12/7/18, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP05HPS8NK XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,12/10/18, ,,ONLINE TRANSFER TO MAKSIM L REF #IB05HYYLBY CHECKING GROCERY,PMA CHECKING ...1762,$15.00
Outgoing Transfers,Other Outgoing Transfers,12/12/18, ,,ONLINE TRANSFER TO MAKSIM L REF #IB05JCSMT2 CHECKING MEAL,PMA CHECKING ...1762,$15.00
Outgoing Transfers,Other Outgoing Transfers,12/14/18, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP05JKCD5Y XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,12/17/18, ,KEYPOINT CU CHK XX,RECURRING TRANSFER TO KEYPOINT CU CHK XXXXX0456 S. LITOVCHENKO REF #FP05JWM8GM AUTO LOANS TO KEYPOINT,PMA CHECKING ...1762,"$1,100.00"
Outgoing Transfers,Other Outgoing Transfers,12/17/18, ,,ONLINE TRANSFER TO LITOVCHENKO S WAY2SAVE CHECKING XXXXXX4327 REF #IB05JTBG56 ON 12/15/18,PMA CHECKING ...1762,$300.00
Outgoing Transfers,Other Outgoing Transfers,12/17/18, ,,ONLINE TRANSFER TO MAKSIM L REF #IB05JXMTWG CHECKING GIFT CARD FOR MAKS,PMA CHECKING ...1762,$30.00
Outgoing Transfers,Other Outgoing Transfers,12/18/18, ,,ONLINE TRANSFER TO LITOVCHENKO S REF #IB05K4RXSD CHECKING 80OUTOF1000,PMA CHECKING ...1762,$80.00
Outgoing Transfers,Other Outgoing Transfers,12/21/18, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP05KKB9CZ XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,12/26/18, ,,ONLINE TRANSFER TO MAKSIM L REF #IB05KZCFMF CHECKING GROCERY,PMA CHECKING ...1762,$20.00
Outgoing Transfers,Other Outgoing Transfers,12/26/18, ,,ONLINE TRANSFER TO LITOVCHENKO S REF #IB05KZN7W6 CHECKING GROCERY,PMA CHECKING ...1762,$50.00
Outgoing Transfers,Other Outgoing Transfers,12/28/18, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP05LBN2T4 XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,12/28/18, ,,ONLINE TRANSFER TO MAKSIM L REF #IB05LG5MBC CHECKING GROCERY,PMA CHECKING ...1762,$25.00
Outgoing Transfers,Other Outgoing Transfers,1/4/19, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP05MBRXFH XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,1/7/19, ,,ONLINE TRANSFER TO LITOVCHENKO S REF #IB05MRMXPT CHECKING BIKE TIRE,PMA CHECKING ...1762,$30.00
Outgoing Transfers,Other Outgoing Transfers,1/11/19, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP05N6PY5D XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,1/14/19, ,,ONLINE TRANSFER TO MAKSIM L REF #IB05NH8SQ5 CHECKING GROCERY,PMA CHECKING ...1762,$20.00
Outgoing Transfers,Other Outgoing Transfers,1/14/19, ,,ONLINE TRANSFER TO MAKSIM L REF #IB05NFH7KZ CHECKING GROCERY,PMA CHECKING ...1762,$15.00
Outgoing Transfers,Other Outgoing Transfers,1/16/19, ,KEYPOINT CU CHK XX,RECURRING TRANSFER TO KEYPOINT CU CHK XXXXX0456 S. LITOVCHENKO REF #FP05NV2KGP AUTO LOANS TO KEYPOINT,PMA CHECKING ...1762,"$1,100.00"
Outgoing Transfers,Other Outgoing Transfers,1/18/19, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP05P4XJMJ XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,1/18/19, ,,ONLINE TRANSFER TO MAKSIM L REF #IB05P6RWSK CHECKING GIFT FOR MAX P,PMA CHECKING ...1762,$40.00
Outgoing Transfers,Other Outgoing Transfers,1/22/19, ,,ONLINE TRANSFER TO MAKSIM L REF #IB05PFGNM5 CHECKING GROCERY,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,1/25/19, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP05PXFFWX XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,2/1/19, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP05QV9SQQ XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,2/4/19, ,,ONLINE TRANSFER TO MAKSIM L REF #IB05R9F3FV CHECKING PETCO,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,2/5/19, ,,ONLINE TRANSFER TO LITOVCHENKO S SAVINGS XXXXXX7821 REF #IB05RHLZB4 ON 02/05/19,PMA CHECKING ...1762,"$2,000.00"
Outgoing Transfers,Other Outgoing Transfers,2/5/19, ,,ONLINE TRANSFER TO LITOVCHENKO S WAY2SAVE CHECKING XXXXXX4327 REF #IB05RHLNVY ON 02/05/19,PMA CHECKING ...1762,$200.00
Outgoing Transfers,Other Outgoing Transfers,2/8/19, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP05RT5L94 XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,2/11/19, ,,ONLINE TRANSFER TO MAKSIM L REF #IB05S5BGB5 CHECKING PETSMART,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,2/15/19, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP05SQKC5Q XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,2/19/19, ,KEYPOINT CU CHK XX,RECURRING TRANSFER TO KEYPOINT CU CHK XXXXX0456 S. LITOVCHENKO REF #FP05SXY9NP AUTO LOANS TO KEYPOINT,PMA CHECKING ...1762,"$1,100.00"
Outgoing Transfers,Other Outgoing Transfers,2/19/19, ,,ONLINE TRANSFER TO LITOVCHENKO S SAVINGS XXXXXX7821 REF #IB05SXDL5H ON 02/15/19,PMA CHECKING ...1762,"$3,000.00"
Outgoing Transfers,Other Outgoing Transfers,2/19/19, ,KEYPOINT CU CHK XX,ONLINE TRANSFER TO KEYPOINT CU CHK XXXXX0456 S. LITOVCHENKO REF #F205SZQBHY REFILL MY CARD,PMA CHECKING ...1762,$50.00
Outgoing Transfers,Other Outgoing Transfers,2/22/19, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP05TNSRRH XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,2/22/19, ,,ONLINE TRANSFER TO MAKSIM L REF #IB05TSRN6L CHECKING GROCERY,PMA CHECKING ...1762,$25.00
Outgoing Transfers,Other Outgoing Transfers,3/1/19, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP05VQCWVY XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,3/4/19, ,,ONLINE TRANSFER TO MAKSIM L REF #IB05W4WTYQ CHECKING PETCO,PMA CHECKING ...1762,$30.00
Outgoing Transfers,Other Outgoing Transfers,3/8/19, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP05WQWCWH XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,3/15/19, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP05XNWZ93 XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,3/15/19, ,,ONLINE TRANSFER TO LITOVCHENKO S WAY2SAVE CHECKING XXXXXX4327 REF #IB05XRXPKM ON 03/15/19,PMA CHECKING ...1762,$200.00
Outgoing Transfers,Other Outgoing Transfers,3/18/19, ,,ZELLE TO DOM RIMMA REF #PP05XYCZGJ,Larisa CHECK ...4327,$500.00
Outgoing Transfers,Other Outgoing Transfers,3/18/19, ,KEYPOINT CU CHK XX,RECURRING TRANSFER TO KEYPOINT CU CHK XXXXX0456 S. LITOVCHENKO REF #FP05XW9XF8 AUTO LOANS TO KEYPOINT,PMA CHECKING ...1762,"$1,100.00"
Outgoing Transfers,Other Outgoing Transfers,3/18/19, ,,ONLINE TRANSFER TO LITOVCHENKO S WAY2SAVE CHECKING XXXXXX4327 REF #IB05XYCPXC ON 03/16/19,PMA CHECKING ...1762,$500.00
Outgoing Transfers,Other Outgoing Transfers,3/18/19, ,,ZELLE TO RASHKOVSKIY RIMMA REF #PP05XYCLS7,PMA CHECKING ...1762,$499.00
Outgoing Transfers,Other Outgoing Transfers,3/18/19, ,,ZELLE TO RASHKOVSKIY RIMMA REF #PP05XY25JB,PMA CHECKING ...1762,$1.00
Outgoing Transfers,Other Outgoing Transfers,3/22/19, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP05YMQRPJ XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,3/29/19, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP05ZJ32TL XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,4/1/19, ,,ONLINE TRANSFER TO MAKSIM L REF #IB05ZRQY9W CHECKING GROCERY,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,4/4/19, ,,ONLINE TRANSFER TO MAKSIM L CHECKING XXXXXX5580 REF #IB062KNWZX ON 04/04/19,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,4/5/19, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP062NG98Q XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,4/11/19, ,,ONLINE TRANSFER TO MAKSIM L REF #IB063H6WG2 CHECKING PETCO,PMA CHECKING ...1762,$5.00
Outgoing Transfers,Other Outgoing Transfers,4/12/19, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP063KRK5Z XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,4/12/19, ,,ONLINE TRANSFER TO MAKSIM L REF #IB063NYRYR CHECKING PETCO,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,4/15/19, ,,ONLINE TRANSFER TO MAKSIM L REF #IB063WP4GQ CHECKING PIZZA,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,4/16/19, ,KEYPOINT CU CHK XX,RECURRING TRANSFER TO KEYPOINT CU CHK XXXXX0456 S. LITOVCHENKO REF #FP06463MZV AUTO LOANS TO KEYPOINT,PMA CHECKING ...1762,"$1,100.00"
Outgoing Transfers,Other Outgoing Transfers,4/16/19, ,,ONLINE TRANSFER TO LITOVCHENKO S WAY2SAVE CHECKING XXXXXX4327 REF #IB0647ZGJY ON 04/16/19,PMA CHECKING ...1762,"$1,000.00"
Outgoing Transfers,Other Outgoing Transfers,4/19/19, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP064L6NX9 XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,4/19/19, ,,ONLINE TRANSFER TO MAKSIM L REF #IB064Q5WSW CHECKING MIA GIF,PMA CHECKING ...1762,$35.00
Outgoing Transfers,Other Outgoing Transfers,4/23/19, ,,ONLINE TRANSFER TO LITOVCHENKO S REF #IB0653T35M CHECKING DOORDASH,PMA CHECKING ...1762,$32.00
Outgoing Transfers,Other Outgoing Transfers,4/26/19, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP065GVVPR XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,4/29/19, ,,ONLINE TRANSFER TO MAKSIM L REF #IB065P5QNP CHECKING GROCERY,PMA CHECKING ...1762,$30.00
Outgoing Transfers,Other Outgoing Transfers,5/3/19, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP066LBL8Z XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,5/8/19, ,,ONLINE TRANSFER TO MAKSIM L REF #IB067BNYFQ CHECKING PETCO,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,5/8/19, ,,ONLINE TRANSFER TO MAKSIM L REF #IB067BQLKS CHECKING PETCO,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,5/10/19, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP067JGGXK XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,5/10/19, ,,ONLINE TRANSFER TO LITOVCHENKO S WAY2SAVE CHECKING XXXXXX4327 REF #IB067L8FZL ON 05/10/19,PMA CHECKING ...1762,$300.00
Outgoing Transfers,Other Outgoing Transfers,5/15/19, ,,ONLINE TRANSFER TO LITOVCHENKO S REF #IB0684RJTN CHECKING UBER,PMA CHECKING ...1762,$52.00
Outgoing Transfers,Other Outgoing Transfers,5/15/19, ,,ONLINE TRANSFER TO LITOVCHENKO S REF #IB0684RL89 CHECKING GROCERY,PMA CHECKING ...1762,$22.00
Outgoing Transfers,Other Outgoing Transfers,5/16/19, ,KEYPOINT CU CHK XX,RECURRING TRANSFER TO KEYPOINT CU CHK XXXXX0456 S. LITOVCHENKO REF #FP068CTS3G AUTO LOANS TO KEYPOINT,PMA CHECKING ...1762,"$1,100.00"
Outgoing Transfers,Other Outgoing Transfers,5/17/19, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP068JL3JM XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,5/20/19, ,,ONLINE TRANSFER TO MAKSIM L REF #IB068ZHXN8 CHECKING GROCERY,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,5/20/19, ,,ONLINE TRANSFER TO LITOVCHENKO S SAVINGS XXXXXX7821 REF #IB068PJDZ8 ON 05/17/19,PMA CHECKING ...1762,"$2,500.00"
Outgoing Transfers,Other Outgoing Transfers,5/24/19, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP069FYXPM XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,5/28/19, ,,ONLINE TRANSFER TO MAKSIM L REF #IB069MW7WL CHECKING GIFT,PMA CHECKING ...1762,$40.00
Outgoing Transfers,Other Outgoing Transfers,5/31/19, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP06B9PTR9 XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,6/4/19, ,,ONLINE TRANSFER TO LITOVCHENKO S WAY2SAVE CHECKING XXXXXX4327 REF #IB06C54T2D ON 06/04/19,PMA CHECKING ...1762,$250.00
Outgoing Transfers,Other Outgoing Transfers,6/7/19, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP06CHFYJZ XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,6/14/19, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP06DDRMQ5 XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,6/17/19, ,KEYPOINT CU CHK XX,RECURRING TRANSFER TO KEYPOINT CU CHK XXXXX0456 S. LITOVCHENKO REF #FP06DRGL3X AUTO LOANS TO KEYPOINT,PMA CHECKING ...1762,"$1,100.00"
Outgoing Transfers,Other Outgoing Transfers,6/17/19, ,,ONLINE TRANSFER TO MAKSIM L REF #IB06DT93ZT CHECKING GROCERY,PMA CHECKING ...1762,$15.00
Outgoing Transfers,Other Outgoing Transfers,6/17/19, ,,ONLINE TRANSFER TO LITOVCHENKO S WAY2SAVE CHECKING XXXXXX4327 REF #IB06DT94T9 ON 06/16/19,PMA CHECKING ...1762,$250.00
Outgoing Transfers,Other Outgoing Transfers,6/20/19, ,,ONLINE TRANSFER TO MAKSIM L REF #IB06FBYFZS CHECKING GROCERY,PMA CHECKING ...1762,$15.00
Outgoing Transfers,Other Outgoing Transfers,6/21/19, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP06FFPD2Z XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,6/25/19, ,,ONLINE TRANSFER TO MAKSIM L REF #IB06FVPY8F WAY2SAVE SAVINGS BABUSKA GIFT,PMA CHECKING ...1762,$100.00
Outgoing Transfers,Other Outgoing Transfers,6/28/19, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP06GBPQQJ XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,7/5/19, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP06HHTQJN XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,7/9/19, ,,ONLINE TRANSFER TO MAKSIM L REF #IB06J2LB3W WAY2SAVE SAVINGS BOAT SOLD,PMA CHECKING ...1762,$30.00
Outgoing Transfers,Other Outgoing Transfers,7/9/19, ,,ONLINE TRANSFER TO MAKSIM L REF #IB06J2LGNQ CHECKING GIFT FOR SERG,PMA CHECKING ...1762,$50.00
Outgoing Transfers,Other Outgoing Transfers,7/12/19, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP06JF5XS5 XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,7/16/19, ,,ONLINE TRANSFER TO LITOVCHENKO S WAY2SAVE CHECKING XXXXXX4327 REF #IB06K3PFGY ON 07/16/19,PMA CHECKING ...1762,$300.00
Outgoing Transfers,Other Outgoing Transfers,7/16/19, ,KEYPOINT CU CHK XX,RECURRING TRANSFER TO KEYPOINT CU CHK XXXXX0456 S. LITOVCHENKO REF #FP06JZNVG4 AUTO LOANS TO KEYPOINT,PMA CHECKING ...1762,"$1,400.00"
Outgoing Transfers,Other Outgoing Transfers,7/19/19, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP06KFTHGD XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,7/22/19, ,,ONLINE TRANSFER TO MAKSIM L CHECKING XXXXXX5580 REF #IB06KVFLHX ON 07/22/19,PMA CHECKING ...1762,$40.00
Outgoing Transfers,Other Outgoing Transfers,7/26/19, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP06LCJGWM XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,8/1/19, ,,ONLINE TRANSFER TO LITOVCHENKO S SAVINGS XXXXXX7821 REF #IB06M8NHQM ON 08/01/19,PMA CHECKING ...1762,"$2,000.00"
Outgoing Transfers,Other Outgoing Transfers,8/2/19, ,,ONLINE TRANSFER TO LITOVCHENKO S REF #IB06MLGNY3 CHECKING AIR PODS FOR PAPA,PMA CHECKING ...1762,$175.00
Outgoing Transfers,Other Outgoing Transfers,8/2/19, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP06MGNCNH XXXXXX3804,PMA CHECKING ...1762,$10.00
Outgoing Transfers,Other Outgoing Transfers,8/6/19, ,,ONLINE TRANSFER TO MAKSIM L REF #IB06N52NLY CHECKING SCHOOL PREPARATION STUFF,PMA CHECKING ...1762,$50.00
Outgoing Transfers,Other Outgoing Transfers,8/9/19, ,,RECURRING TRANSFER TO MAKSIM L WAY2SAVE SAVINGS REF #OP06NGVRCT XXXXXX3804,PMA CHECKING ...1762,$10.00
